Progress,Duration (in seconds),Finished,ResponseId,1,2,3,4,5#1_1,5#1_2,5#1_3,5#1_4,5#1_5,5#1_6,5#1_7,5#1_8,5#1_9,5#1_10,5#1_11,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7,7 _8,7 _9,7 _10,7 _11,7 _12,7 _13,7 _14,7 _15,7 _16,7 _17,7 _18,7 _19,7 _20,7 _21,7 _22,7 _23,7 _24,7 _25,7 _26,7 _27,7 _28,7 _29,7 _30,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,7_13,7_14,7_15,7_16,7_17,7_18,7_19,7_20,7_21,7_22,7_23,7_24,7_25,7_26,7_27,7_28,7_29,7_30,7_31,7_32,7_33,7_34,7_35,7_36,7_37,7_38,7_39,7_40,7_41,7_42,7_43,7_44,7_45,7_46,7_47,7_48,7_49,7_50,7_51,7_52,7_53,7_54,7_55,7_56,7_57,7_58,7_59,7_60,7_61,7_62,7_63,7_64,7_65,7_66,7_67,7_68,7_69,7_70,7_71,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7
100,616,1,R_3QaHQQZRyOJDCDv,3,5,5,2,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,8,1,7,1,1,1,5,1,4,1,1,1,1,1,1,1,1,7,1,1,1,1,1,3,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,348,1,R_3uPBR5figTXPe15,1,3,3,1,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,1,1,1,1,1,1,1,1,8,1,8,8,7,5,1,1,1,1,,,,,,,,,,,,,1,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,289,1,R_6ME8rtQ2l1ZKeVc,2,5,5,2,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,163,1,R_3urAfFI1xlOy5SF,4,5,5,"1,2",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,364,1,R_4otkdKmCEk5hubE,5,5,4,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,1,4,1,7,1,1,1,1,1,1,7,1,,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,,,,,,,
100,181,1,R_4lAe2LuG6K4pCCz,5,4,4,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1,3,3,3,3,2,6,2,2,2,2,5,,2,4,3,3,1,7,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
100,495,1,R_4cCu7uOeRzenbLl,3,6,5,2,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,1,1,1,2,7,2,2,4,1,1,1,3,2,3,3,2,3,1,3,6,4,2,1,1,1,1,5,2,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2
100,180,1,R_4R8NUxP2yp9f1dy,3,4,4,"1,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,271,1,R_6Jg6AmCJTJoZjfh,4,4,4,4,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,,4,3,1,1,1,7,7,7,7,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,1,1,1,1,5,1,1,2,1,1,1,5,1,1,1,1,,,1,1,1,1,1
100,321,1,R_3myl44VijkYx8QR,6,2,1,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,5,2,2,1,1,1,5,1,1,4,1,1,1,1,1,1,1,1,7,1,7,7,6,7,7,1,1,6,1,1,,,,,,,
100,554,1,R_4HpgitlWuFPlC02,6,3,3,"2,3","2,3,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,3,7,1,1,2,4,4,4,5,1,7,7,6,1,7,7,1,1,5,1,1,7,1,1,1,6,5,3,,,,,,,
100,243,1,R_1H6Q7ld8DeyQumR,1,4,4,"2,3",,"1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",5,6,4,5,6,6,5,2,6,5,6,6,7,7,6,5,5,5,,,,,,,,,,,,,6,7,6,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,7,4,7,4
100,320,1,R_4VCvsedxB7XaQ8D,5,4,4,"2,3",,"2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,3,1,3,7,5,7,7,7,7,4,3,6,4,,2,4,6,6,6,7,4,6,6,7,7,4,7,4,3,1,5,,,,,,,
100,121,1,R_8eqtmVsuM8xHWAF,2,4,4,"1,2",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,372,1,R_2snqhUTyQlM1yjg,6,3,3,"3,4",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,7,4,7,1,8,7,1,1,1,1,1,1,1,1,4,4,7,8,1,1,1,1,4,1,,,,,,,
100,2539,1,R_6ZXenS2xe3lEVsB,4,3,1,"2,4",,"2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,6,1,1,3,7,1,5,5,1,3,3,1,1,1,3,3,3,3,3,3,3,,5,7,6,7,5,5,6,1,8,8,4,4,4,3,1,5,5,3,6,6,6,,3,5,5,6,6,4,4,4,4,5,5,6,7,5,3,4,4,5,7,5,4,4,3,3,5,4,3,4,4,4,,5,3,3,6,5,4,7,5,4,2,5,6,6,5,3,2,2,,,3,4,3,5,3
100,435,1,R_4HrYhZHVcBcg9SF,4,3,1,2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,7,7,7,3,7,7,7,4,4,6,1,1,1,3,2,3,1,1,1,5,1,,4,7,6,4,4,1,1,1,5,1,6,1,1,1,7,5,1,1,1,1,5,,1,5,6,6,3,6,5,1,1,1,6,1,1,5,7,1,4,6,5,1,6,6,1,4,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,7,1,6,4,1,5,6,,,4,5,5,7,1
100,772,1,R_4LbZd5xPz9ouXRw,5,5,4,"2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,6,3,1,6,4,1,1,1,1,4,5,7,,5,1,4,4,1,5,1,7,7,1,1,1,1,1,1,1,1,,,,,,,
100,451,1,R_3QEAFmWo0I5fo7n,2,4,4,"3,4",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,1,1,8,8,1,1,8,8,7,7,7,7,2,7,7,5,2,2,2,2,2,2,7,2,4,3,3,3,3,2,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,2,2
100,295,1,R_4GebOU5v9GIjfkw,3,4,4,"1,2,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,1,1,1,1,1,1,7,1,1,1,1,1,7,7,6,4,1,4,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,322,1,R_4qhW4wqkCyWsLEl,1,6,6,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,6,6,7,7,7,7,6,3,5,7,6,7,7,7,6,7,7,7,,,,,,,,,,,,,8,6,7,7,6,8,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,7,6,7,6
100,656,1,R_62nTap0wXONCT83,3,5,5,"1,3","1,2,3,4,5","1,2,3,4,5",,,,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,205,1,R_5g7y7Iv8QMVp5xr,5,4,4,"1,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,1,1,1,1,1,1,1,1,1,1,7,1,,4,1,1,1,1,1,1,7,5,4,4,1,1,1,1,1,1,,,,,,,
100,952,1,R_1PWZbO1EiHjZsno,3,6,5,2,,,"1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,5,7,1,1,1,6,7,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,7,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,186,1,R_7PiXQC1GS16kKtn,2,5,1,"1,2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,1,8,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,1391,1,R_1cuVS17sLcCAg9o,4,4,4,"2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,1,3,3,5,7,1,4,3,4,4,3,4,4,4,4,3,3,3,3,3,3,,1,4,1,1,1,1,1,1,1,1,5,4,4,1,1,1,6,6,5,7,7,,5,5,4,3,5,4,5,3,5,3,3,3,2,2,5,3,2,2,2,2,2,4,2,1,3,1,1,1,1,1,,4,3,3,3,7,7,3,3,2,1,4,5,3,7,1,1,1,,,1,5,7,3,7
100,579,1,R_7Pp0qqOXBQHUCA1,3,3,3,"3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,3,1,1,2,4,2,2,2,2,5,5,5,5,5,5,5,4,5,5,5,3,4,1,1,1,1,1,1,1,1,4,5,5,5,5,5,6,1,1,4,3,4,4,3,5,2,1,2,4,4,4,4,4,3,3,3,2,2,2,4,4,5,5,5,1,5,3,6,3,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,177,1,R_4n2hh1MVdUlVTL4,6,2,2,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,4,4,4,4,7,4,1,1,1,1,1,1,,,,,,,
100,399,1,R_32A4u81qiBVXC47,1,4,3,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,1,1
100,411,1,R_64w1NRBR2i4kDSn,4,3,3,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,4,3,3,5,7,1,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,,3,1,3,3,4,4,4,4,1,1,6,6,6,6,1,1,7,3,5,5,5,,6,5,7,4,5,5,5,5,5,4,3,4,4,4,7,5,5,4,5,3,5,4,4,4,7,7,4,4,2,3,,3,3,4,2,5,7,4,4,4,3,7,3,2,5,3,1,1,,,8,8,3,6,4
100,1814,1,R_6LcBgN5lgah49zL,6,3,3,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,7,1,7,1,8,7,1,4,4,4,8,1,7,4,8,7,1,7,7,1,1,1,8,1,,,,,,,
100,495,1,R_4xzU2y76ps2KEUI,5,6,4,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,7,4,6,7,1,1,4,1,4,4,7,7,,7,1,1,7,5,6,7,7,6,1,7,1,5,5,1,7,4,,,,,,,
100,541,1,R_5D8z7jdulZcATPb,3,6,4,"1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,1,1,3,1,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,1,1,1,1,5,6,6,2,7,2,2,1,7,1,2,2,1,7,6,6,6,1,1,7,7,1,2,1,1,1,1,1,1,3,7,1,1,5,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,2355,1,R_5DckWOrP7wBiaCS,5,4,3,2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,6,2,2,2,5,1,4,1,6,1,1,,5,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,,,,,,,
100,593,1,R_7hSV5vze22oAI1c,1,3,3,"2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",4,3,1,5,5,6,2,1,4,3,5,5,2,4,2,3,3,4,,,,,,,,,,,,,4,1,3,3,6,3,3,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,3,3,4,4
100,519,1,R_6m2ftEKjN9P0zBU,4,6,5,"2,3",,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,7,1,1,1,1,1,7,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,1484,1,R_4gl6kHZW3hFnGTf,5,4,4,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,3,5,1,1,3,3,1,1,1,1,1,,1,1,1,2,1,8,4,7,5,1,1,1,1,1,1,1,1,,,,,,,
100,379,1,R_6rHsZpTFmriZoWZ,3,7,5,"1,2,3",,,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,8,1,1,5,1,1,8,1,1,1,1,1,1,6,1,1,3,8,1,7,8,1,5,5,5,1,1,8,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,227,1,R_1zT6lZxLJbz4P77,4,7,4,"1,3",,,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,5,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,267,1,R_5gm1UY4EN9blxEB,1,5,5,"1,2,3",,"2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",1,1,1,1,1,1,1,5,5,1,7,7,3,6,1,6,6,6,,,,,,,,,,,,,1,6,6,5,5,7,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,6,7,7,7
100,2284,1,R_870oKMXfRxuZx1D,3,6,6,"1,3,4",,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,7,4,1,1,7,7,1,1,1,1,1,1,1,1,1,1,4,5,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,255,1,R_6Ptk8V1w5picz9h,3,5,5,"3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,1,1,1,1,1,4,1,1,4,4,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,3,8,1,4,1,1,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,335,1,R_7p5Pb3drIRe0Ve6,1,5,5,"1,2,3,4",,,,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,1,1,1,1,1,1,1,1,1,4,1,1,4,4,7,3,5,3,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,6,6,6,6
100,195,1,R_3IYnYyHQ1g31UT9,3,3,3,3,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,8,8,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,5,3,6,6,3,1,1,6,1,6,4,6,5,4,3,4,5,6,6,5,6,5,1,1,5,1,1,1,1,1,3,5,6,1,3,5,5,4,4,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1
100,387,1,R_7dpQ4wrE8p1ob4J,3,1,1,"2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,1,1,3,1,1,5,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,5,5,5,6,6,6,1,5,5,5,3,7,7,6,2,5,5,1,5,1,1,1,1,3,6,6,1,1,5,5,5,5,5,5,3,5,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,179237,1,R_6vDFYGXlT2mt8op,3,6,5,"1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",5,5,5,5,5,5,5,,,,,,,,1,2,3,2,3,2,2,1,1,1,1,4,3,5,5,5,5,5,2,3,4,3,2,1,2,4,2,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,6,1,1,4,1,1,1,6,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,5
100,267,1,R_6eY0TVBclwEcT2s,6,3,3,2,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,1,1,1,1,8,8,1,8,1,1,1,1,1,1,1,1,1,1,,,,,,,
